original_index,kualifikasi
10442,"Menguasai taxreturns, tax, accounting, excel, incometax, dan profit, serta berpengalaman dalam bidang pengalaman 2-3 tahun di industri Withums Not-for-Profit dan Education, Labor Union dan Multiemployer Plan, bertanggung jawab untuk memberikan dukungan dan panduan kepada berbagai organisasi untuk sukses dalam dunia teknologi yang penuh dengan peraturan dan regulasi yang terus berubah."
10443,"Menguasai aplikasi Excel dan memiliki pengalaman 0-3 tahun di bidang akuntansi dan keuangan, bertanggung jawab untuk menerima dan menyortir pembayaran masuk, mengelola status akun dan saldo, mengidentifikasi ketidaksesuaian, mengeluarkan dan memposting tagihan, faktur, dan invoice, memeriksa keabsahan akun debit, serta mengupdate database piutang dengan akun baru atau pembayaran yang terlewat."
10444,"Menguasai Active Directory, Sailpoint, Exceller, email dan komunikasi, serta memiliki analisis yang tajam dan audit yang efektif, dengan pengalaman minimal 8 tahun di bidang IT dan bertanggung jawab dalam mengelola akses sistem, penggunaan akun, dan proses terminasi untuk sekitar 4.000 karyawan, serta mampu mengelola permintaan akun, membuat akun domain baru, mengatur akses aplikasi, dan memproses permintaan terminasi."
10445,"Menguasai laporan keuangan, akuntansi, dan reporting dengan menggunakan aplikasi Excel, serta memiliki sertifikasi CFA dan CMA, berpengalaman 15-18 tahun dalam bidang keuangan dan akuntansi, bertanggung jawab untuk mengelola dan menganalisis data keuangan untuk mendukung keputusan strategis perusahaan."
10446,"Menguasai SA8000 dan ISO 9001 sebagai Lead Auditor, berpengalaman 3-8 tahun dalam audit sosial dan teknis di industri fashion tekstil, bertanggung jawab untuk merencanakan audit, melaksanakan evaluasi pabrik sosial dan teknis, menyusun dan mengulas laporan audit, berkomunikasi hasil audit dengan klien, serta memastikan efektivitas tindakan korektif yang diambil dan mengikuti up."
10447,"Sebagai General Management Coordinator, Anda akan bertanggung jawab untuk menguasai kemampuan dalam manajemen bisnis, pengelolaan akuntansi, pengelolaan invoice, pengelolaan file, pengelolaan keuangan, pengelolaan biaya, dan pengelolaan sistem komputer. Anda harus berpengalaman dalam bidang IT dengan pengalaman minimal 0-3 tahun dan memiliki kemampuan untuk mengembangkan dan melaksanakan sistem dokumentasi dan pengelolaan file yang efisien. Anda juga harus mampu mengelola perjalanan, pengelolaan visa, dan pengelolaan klaim biaya. Selain itu, Anda harus berpengalaman dalam mengelola sistem komputer, mengelola logistik, dan mengelola seminar eksekutif dan HR."
10448,"Menguasai Excel, MsWord, MsOffice, dan data entry, berpengalaman 2-5 tahun sebagai operator komputer, bertanggung jawab dalam melakukan tugas data entry."
10449,"MIS EXECUTIVE CUM CRM EXECUTIVE yang berpengalaman 3-5 tahun di bidang administrasi dan teknologi informasi, mampu menguasai komunikasi, Excel, MIS, CRM, admin, dan ERP, serta bertanggung jawab untuk mengelola sistem informasi dan klien dengan baik."
10450,"Berpengalaman dalam menguasai teknik purchase, store, dan dispatch, serta memiliki kemampuan yang baik dalam menggunakan Excel, dengan pengalaman kerja minimal 4-6 tahun di bidang purchase, store, dan dispatch, bertanggung jawab untuk melaksanakan kegiatan purchase, store, dan dispatch dengan efektif."
10451,"Berpengalaman dalam billing, sales, dan purchase inventory, serta memiliki pengetahuan yang baik tentang akuntansi, pajak, dan GST, dengan kemampuan menguasai Tally dan Excel, dan berpengalaman dalam mengelola data untuk pengembalian GST, serta bertanggung jawab dalam menjaga buku-buku akuntansi, dengan latar belakang pendidikan S1 B.Com, dan memiliki pengalaman kerja 2-4 tahun, dan harus dapat bekerja dengan baik sebagai Accounts Executive."
10452,"Menguasai billing, sales, purchase, dan inventory, serta memiliki pengetahuan yang baik tentang akuntansi, pajak, GST, dan Tally, dengan pengalaman kerja 3-5 tahun di bidang akuntansi dan bertanggung jawab dalam menyusun data untuk pengembalian GST dan menjaga buku-buku akuntansi."
10453,"Menguasai Python, mampu bekerja dalam bidang data analysis dengan pengalaman 0-1 tahun, bertanggung jawab untuk mengembangkan aplikasi otomatisasi logika eksekusi, melakukan backtest ide dan strategi analis pasar, serta menciptakan alat bantu untuk mempercepat keputusan analis pasar."
10454,"Berpengalaman sebagai Akuntan dengan lama pengalaman 3-5 tahun di bidang akuntansi, mampu menguasai pengetahuan yang baik tentang regulasi dan prosedur akuntansi, termasuk Prinsip Akuntansi yang Diterima Umum (GAAP), serta mampu mengoperasikan MS Excel dengan baik, termasuk Vlookups dan pivot tables, serta berpengalaman dalam fungsi buku besar umum, dan bertanggung jawab atas tugas utama pekerjaan sebagai Akuntan."
10455,"Menguasai operasional B2B, mampu mengkoordinasikan dengan bank-bank mitra, berpengalaman 1-3 tahun di bidang keuangan dan layanan keuangan, bertanggung jawab dalam mengelola operasional B2B yang melibatkan komunikasi dengan bank-bank mitra, serta mampu menggunakan aplikasi Excel untuk analisis dan pelaporan."
10456,"Menguasai advanced Excel, datavisualization, lead analyst, data analysis, dan infrastructure, serta berpengalaman 8-12 tahun dalam bidang analisis data dan pengembangan infrastruktur, bertanggung jawab untuk menciptakan produk penelitian yang luas digunakan oleh pemimpin eksekutif di seluruh dunia."
10457,"Menguasai laporan keuangan, manajemen akuntansi, dan reporting, serta memiliki kemampuan dalam menggunakan Excel dan memiliki sertifikasi CFA dan CMA, berpengalaman 1-3 tahun dalam bidang keuangan dan memiliki tanggung jawab untuk menganalisis dan mengembangkan strategi performa perusahaan."
10458,"Berpengalaman dalam MS Excel, memiliki pengalaman kerja 2-5 tahun, dan bertanggung jawab dalam bidang bisnis, mampu menguasai UNICA dan Salesforce, serta memiliki kemampuan komunikasi yang baik dan motivasi yang tinggi serta dapat bekerja sendiri sebagai seorang yang mandiri."
10459,"Menguasai Data Analysis, mampu berperan sebagai Team Leader dan Project Manager, serta memiliki pengalaman 1-4 tahun dalam bidang ini, bertanggung jawab untuk melakukan analisis data dan mengelola tim serta proyek."
10460,"Menguasai MS Excel, Tally, dan Accounting, serta berpengalaman dalam bidang 0-3 tahun, bertanggung jawab untuk melaksanakan tugas-tugas administratif dan keuangan sebagai Accounting Trainee di D A K S M And Company LLP, dengan fokus pada pengelolaan keuangan, analisis data, dan pelaporan keuangan."
10461,"Menguasai Tally, mampu berpengalaman dalam bidang administrasi dan akuntansi selama 0-2 tahun, bertanggung jawab untuk membantu manajer akuntansi dalam menjaga akun perusahaan, menyediakan dukungan sekretaris untuk mitra manajemen, serta mengelola administrasi kantor."
10462,"Berikut adalah kualifikasi yang telah diextrak dan ditulis ulang dalam satu kalimat panjang yang mengalir:

Menguasai Python dan library ML, berpengalaman 5-10 tahun di bidang AI/ML, bertanggung jawab untuk mendukung pengembangan model AI, pelatihan, pengujian, dan penyesuaian aktivitas, serta mampu mengimplementasikan pipeline AI/ML sesuai dengan desain yang ditentukan, mendukung eksperimen dan evaluasi model, serta mendokumentasikan perilaku dan hasil model."
10463,"Menguasai Creative Thinking, Artificial Intelligence, dan Video Editing, serta berpengalaman 1-3 tahun dalam bidang IT, bertanggung jawab untuk mengembangkan sistem AI yang efektif, memperbaiki dan meningkatkan website dan platform digital, serta bekerja sama dengan tim untuk menerapkan teknologi AI dalam produksi kreatif."
10464,"Menguasai pengembangan model AI terbuka sumber dengan pengalaman tangan-membangun di lingkungan infrastruktur on-premise atau privat, serta memahami arsitektur dasar, inferensi, fine-tuning, dan pengembangan model bahasa besar (LLMs). Berpengalaman dalam konsep Retrieval-Augmented Generation (RAG) termasuk pipeline pengambilan, embeddings, pencarian, dan alur kerja generasi. Mampu mengimplementasikan database vektor (seperti FAISS, Milvus, Weaviate, atau serupa) untuk pencarian semantik dan penelusuran pengetahuan. Bertanggung jawab mengintegrasikan model AI dengan protokol konteks model (MCP) atau mekanisme umum untuk mengintegrasikan model AI dengan alat, API, dan sistem eksternal. Berpengalaman 1-3 tahun di bidang AI, dengan pendidikan S1 dan kemampuan dasar dalam pengenalan pola, pemrograman mesin, dan kecerdasan buatan."
10465,"Menguasai Artificial Intelligence, Python, Data Mining, Deep Learning, Machine Learning, SQL, Pattern Recognition, Natural Language Processing (NLP), dan Data Engineering dengan pengalaman 1-3 tahun di bidang pengembangan sistem berbasis AI, bertanggung jawab untuk merancang, mengembangkan, dan mengimplementasikan sistem AI yang efisien dan skalabel, serta mampu menganalisis kebutuhan dan desain solusi, mengumpulkan dan mempersiapkan data, mengembangkan model AI, melakukan implementasi dan coding, melakukan deployment dan integrasi, melakukan monitoring dan maintenance, serta menjaga keamanan dan etika AI."
10466,"Menguasai Machine Learning, Cloud Platform System, Python, Neural Network, Large Language Model, langchain, Prompt engineering, API Development, Artificial Intelligence, dan Deep Learning, berpengalaman 3-5 tahun di bidang IT, bertanggung jawab dalam menganalisis masalah bisnis kompleks, mendesain, membangun, dan mengimplementasikan aplikasi AI end-to-end, mengembangkan dan menyempurnakan Large Language Models, serta mengoptimalkan performa melalui teknik prompt engineering untuk berbagai kebutuhan."
10467,"Menguasai Openai Sdk, Artificial Intelligence, langchain, Machine Learning, dan SQL, serta berpengalaman 1-3 tahun di bidang IT, bertanggung jawab untuk mengembangkan dan mengkoordinasikan sistem AI multi-agensi menggunakan alat seperti LangChain, CrewAI, dan LlamaIndex, serta merancang dan melaksanakan agen pengetahuan yang mampu berpikir atas data SQL, basis data vektor, API, dan dokumen."
10468,"Menguasai Artificial Intelligence, Software Engineering, Python, Large Language Model (LLM), Machine Learning, Flutter, dan Natural Language Processing (NLP) dengan pengalaman 3-5 tahun di bidang pengembangan perangkat lunak, bertanggung jawab untuk mengambil keputusan arsitektur yang strategis untuk solusi AI-driven, menentukan desain sistem, teknologi stack, dan praktik terbaik untuk aplikasi yang skalabel dan dapat dipelihara, serta memastikan keamanan, kinerja, dan keandalan dalam arsitektur solusi."
10469,"Menguasai bahasa pemrograman Python dan pengolahan data menggunakan SQL, serta berpengalaman menggunakan framework machine learning seperti TensorFlow, PyTorch, atau Scikit-learn, serta memahami konsep machine learning, predictive modeling, dan data analysis, dengan pengalaman minimal 2 tahun di bidang relevan dan lama pengalaman 3-5 tahun, bertanggung jawab untuk model deployment dan integrasi model ke sistem aplikasi, dan memiliki pengalaman di bank merupakan nilai tambah."
10470,"Menguasai teknologi AI, berpengalaman 1-3 tahun dalam bidang pengembangan AI, bertanggung jawab dalam mendesain, mengembangkan, dan memelihara Agent GenAI untuk kasus penggunaan internal dan eksternal, serta mengembangkan sistem yang mengikuti praktik pengembangan terbaik: skalabel, dapat diandalkan, dapat dirawat, dapat diamati, dan aman."
10471,"Menguasai bahasa pemrograman Python yang wajib dan bahasa pemrograman lain seperti R atau C++ secara opsional, serta pustaka AI/ML seperti TensorFlow, PyTorch, dan Scikit-learn, serta memiliki pengalaman 1-3 tahun dalam bidang pengembangan model machine learning atau deep learning, bertanggung jawab untuk membangun, melatih, dan menerapkan model kecerdasan buatan dalam produk dan proses bisnis perusahaan."
10472,"Berikut adalah kualifikasi pekerjaan yang telah di ekstrak dan ditulis ulang dalam satu kalimat panjang yang mengalir:

Menguasai Python, TensorFlow, PyTorch, Scikit-learn, dan Pandas, serta berpengalaman 1-3 tahun di bidang AI/ML atau backend engineering, bertanggung jawab untuk mengimplementasikan dan memelihara komponen pipeline AI, membantu praproses data, dukungan pelabelan, dan rekayasa fitur untuk pelatihan model, serta membantu integrasi model ke layanan backend dan API."
10473,"Menguasai Data Engineering, PyTorch, Machine Learning, TensorFlow, Phyton, Library Ml/dl, Artificial Intelligence, dan Natural Language Processing (NLP), berpengalaman 1-3 tahun dalam bidang AI Engineer, bertanggung jawab merancang, mengembangkan, fine-tuning, dan deployment solusi AI serta model pembelajaran mesin untuk kebutuhan produk dan operasional perusahaan."
10474,"Menguasai Amazon Web Services (AWS), Machine Learning, Python, GIT, PyTorch, Fastapi, dan Docker, dengan pengalaman 3-5 tahun di bidang AI dan pengembangan sistem, bertanggung jawab untuk mendesain, membangun, dan mengoptimalkan model machine learning dan deep learning untuk analisis prediktif, klasifikasi, ramalan, dan proses sinyal data kompleks, serta mengintegrasikan hasil prediktif ke dalam sistem interaktif berbasis AI generatif, seperti chatbot atau otomatisasi alur kerja."
10475,"Berikut adalah kualifikasi yang telah diextrak dan ditulis ulang dalam satu kalimat panjang yang mengalir:

Menguasai Python, FastAPI, Agentic AI, LLM API, LangChain, LangGraph, vector DB, prompt engineering, serta berpengalaman 3-5 tahun di bidang AI Engineer, bertanggung jawab untuk membangun fitur cerdas menggunakan LLM dan AI orchestration. Mampu mengembangkan, memfine-tuning, dan mendeploykan model AI khusus serta pipeline RAG dalam Capability Engines untuk memastikan akurasi data extraction dan predictive insights. Berpengalaman 3-5 tahun di bidang AI Engineer / ML Engineer, bertanggung jawab untuk mengembangkan, memfine-tuning, dan mendeploykan model AI khusus serta pipeline RAG dalam Capability Engines. Menguasai Python-based ML frameworks, vector database management, dan implementasi praktis workflow RAG. Berpengalaman 3-5 tahun di bidang Lead AI Engineer / Tech Lead, bertanggung jawab untuk memberikan strategi teknis leadership dan mendorong pengembangan"
10476,"Menguasai Artificial Intelligence, Data Engineering, Deep Learning, Natural Language Processing (NLP), dan Machine Learning, serta memiliki pengalaman 1-3 tahun dalam bidang AI Engineer, bertanggung jawab untuk mengumpulkan, membersihkan, dan menganalisis data dari berbagai sumber untuk mengembangkan sistem AI agen, merancang dan mengembangkan sistem AI agen, membangun dan memelihara infrastruktur LLM, serta mendeploy layanan melalui Docker, Kubernetes, atau Cloud Run (GCP)."
